PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
2358,Gavazzi,Pietro,,,,,"Descrizione della nuova Scoperta di miglioramento che ... consiste in sostanza: in un metodo assai
facile e vantaggioso per incannare la Seta greggia, ... [Spulmaschine für Rohseide]","Seide, Spulmaschine",Como,1834,04.01.1834
2359,Paupie,Franz,,,,,"Erklärung eines verbesserten Destillir Apparaths der in Vereinigung einer ... Erdäpfel Stampfe ...
besteht ... Endlichen und die Dampf-Maschine, die Säg und Mahl- dann Stampf-Rips Oehl-Mühle,
...","Kartoffel, Stampfwerk, Mühle,
Oehlmühle, Destillierapparat,
Sägemühle",Müllendorf,1835,09.05.1835
2360,Mueller,Mathias,,,,,"Beschreibung und Zeichnung der ... Erfindung [an den Klavieren], ..., 1.) daß er die Wiener
Mechanik in eine andere Gestalt umgewandelt hat, ... 2.) greift der Hammerstielschnabel noch
einmahl so viel unter seine Auslesung ... 3.) ist ein neues bewegliches Fangwerk des Hammers
angebracht ... 4.) Hat diese Mechanik den Vortheil, jeden Hammer unter seiner Auslesung den
Spielraum ... zu richten, ...",Klaviermechanik,Wien,1839,03.01.1839
2361,Auhl,Franz,,,,,Beschreibung der in Erfindung und Verbesserung in Erzeugung der Wasserdichten Filzhüte,"Wasserdicht(er) Filz, Hut,
Wasserdichter",Wien,1837,04.07.1837
2362,Immerlauer,Daniel,,,,,"Diese Erfindung besteht in der Wesenheit darin, daß dieselbe an der Jacquart-Maschine
angebracht, den Vortheil gewährt, bey gewissen Webereyen die mittels der Jacquart-Maschine
gewoben werden, eine beträchtliche Menge von Karten zu ersparen, ...","Jacquardmaschine, Broschieren, Karte",Wien,1837,20.06.1837
2363,Barandon,J.,,,,,"Beschreibung der ... Verbesserung in der Methode, den Rohzukker zu raffinieren","Zucker, Raffinade/Zucker",Wien,1834,22.03.1834
2364,Franzenshuld,"Friedrich Heinrich
Hartmann Edl.v.",,,,,"Beschreibung der ... Erfindung metalener Felgen, zu den Rädern der Eisenbahnwagen, ...","Felge, Eisenbahnwagen",Wien,1838,31.05.1838
2365,Priss,Ferdinand,,,,,"Darstellung und Beschreibung der verbesserten Art, Zeichnungen, Schriften oder Adressen mit
Gold, Silber, und anderen Metallen auf Seidenstoffe, Papier und Holzwaren zu drücken, ...","Golddruck, Silberdruck, Messingdruck,
Metalldruck, Foliendruck",Wien,1838,17.04.1838
2366,Isack,Karl,,,,,"Beschreibung der ... zum Ohrenläpchenstechen ... neu erfundenen Ohrringe und
beihielfsinstrument ...","Ohrläppchenstecher, Ohrringe",Wien,1838,25.03.1838
2367,Ratti,Giuseppe Antonio,,,,,"di altri metalli, imitando la natura [Gold und andere Metalle naturgetreu nachzuahmen]",Metallimitation,Milano,1836,
2368,Claudius,Heinrich R.v.,,,,,"Beschreibung einer neuen Erfindung und Verbesserung, ..., die musikalischen Instrumente
überhaupt- /: insbesondere aber alle Arten von Harmonikas ... zu construiren und zu gestalten, ...","Harmonika, Musikinstrument,
Notenschrift, Fingersatz",Wien,1836,01.12.1836
2369,Grimm,Anton,,,,,"Beschreibung und Zeichnung der ... Erfindung ..., mittelst einer Hadernstampfmaschine den Zeug
nicht nur allein reiner und faßriger zu erzeugen, sondern auch ... das doppelte Quantum der
bisherigen Maschinen zu liefern ...","Hadern, Stampfwerk",Fischamend,1837,19.04.1837
2370,Orth,Louis v.,,,,,"Beschreibung von Feuerungs-Apparaten, ... auf Vorbereitung der Speisungsluft zur Decomposition
bei Brandöfen und Kesselfeuern","Feuerung, Luftvorwärmer",Stuttgart,1838,26.01.1838
2371,Doering,Franz,,,,,"Beschreibung der ... Erfindung, ..., aus einer besonderen Compositions alle Gattungen galanterie
Waaren, unter den Nahmen, Japanische-Galanterie-Waaren, zu erzeugen, ...","Plastische Masse, Modellieren,
Galanterie, Spielzeug",Wien,1837,08.03.1837
2372,Ujhely,Sigmund Joseph,,,,,"Beschreibung der Verbesserung A) Aus Seifensiederlauge und Asche Pottasche zu erzeugen, ... B)
das Eis oder Salzwasser welches während des Gefrornen machen durch die Auflösung des Salzes
und Eises entsteht, schneller, reiner und wollfeiler ab zu dampfen als bei der bis nur üblichen
Manipulation geschiehet","Seifensiederlauge, Asche, Pottasche,
Verdampfapparat, Filtrierapparat",Wien,1837,20.12.1837
2373,Haslinger,Johann,,,,,"Beschreibung der ... Verbesserung, ... a) das Durchschwitzen der Röcke und Beinkleider beseitigt
wird, b) das benante Kleider weit dauerhafter sind, ... c) daß das Tuch die Farbe ... gut erhält","Kleidung, Schneiderei, Schweißblatt,
Imprägnierung/Schweißblatt",Wien,1834,28.02.1834
2374,Goldberger,Philipp,,,,,"[Neuer Art, mit Indigo zu färben]","Indigo, Färben",Budapest,1827,26.11.1827
2375,Messerer,Andreas,,,,,"Beschreibung über die ... Erfindung bei denen bisher üblichen Kaffeemaschienen das Fülterieren
besser, schneller und reiner und der Gesundheit unnachtheilig zu bewirken","Kaffeemaschine, Filtrierapparat",Karlsbad,1833,05.09.1833
2376,Aupeka,Katharina,Dworzak,Franz,,,"Anwendung und Bestandtheile der ... Erfindung, Watta aus Flachs, Hanf und den Abfällen dieser
Produkte, nehmlich aus Werg, ..., zu erzeugen","Hanf, Flachs, Werg, Watte",Prag,1834,27.01.1834
2377,Kovats,Joseph,,,,,"Beschreibung der ... Erfindung, ..., daß er Ruhesesseln und Sofas verfertiget welche durch
angebrachten Mechanismus im Innern, jede Lage in horizontaler, schiefer und wagrechter
Richtung für den Körper zu geben vermögen, mittelst eines Druckers /:Hebels:/ nebst eines
Fußschemels, der sich erst nach dem Berühren des ... Hebels ... darstellt, ... zu einem Ruhebett für
2 Personen dienet","Lehnstuhl, Diwan, Liegestuhl, Bett,
Fußschemel",Wien,1834,26.03.1834
2378,Ulbricht,Wenzel,,,,,Beschreibung der verbesserten Hutfabrication in allen ihren practischen Verrichtungen,Hut,Brünn,1834,01.04.1834
2379,Hellmer,Ignaz H.,,,,,"Beschreibung der ... Verbeserung in der Erzeugung von Halbwachskerzen, ...","Unschlitt, Wachs, Kerze",Wien,1831,04.05.1831
2380,Pritchard,Joseph,,,,,"Verbesserung im Baue der Dampfschiffe, welche für die Seefahrt bestimmt sind",Schiffbau,Wien,1834,07.05.1834
2381,Sonnenthal,"Joseph Anton
Baron v.",,,,,"... zeigt ... an, eine neue Erfindung gemacht zu haben, ..., daß: Zwey der Mehrere eigens
konstruirte und an einem Schiff angebrachte Stoßhebel, mittelst einer Dampfmaschine,
Menschen, oder sonst eine Kraft in Bewegung gesetzt, dasselbe vorwärts stossen ...","Schiffsantrieb, Getriebe",Wien,1836,01.08.1836
2382,Plach,Georg,,,,,"Beschreibung einer neuen Erfindung respective Verbesserung der Marmorirungs-Glaslacke auf
alle trockenen Gegenstände, als Holz, Mauer, Stein, Gyps und Metalle, so wie auch auf
Papiertapeten, welche dadurch der Feuchtigkeit und Hitze nach vollendeter Arbeit ohne Schaden
ausgesetzt, schneller ... geliefert werden kann, ...","Marmorieren, Lack",Wien,1836,21.11.1836
2383,Demel,Franz,Dietzler,Karl,,,"Zeichnung und Beschreibung, ..., daß die Verfertigung der Billards, deren Platten von Gußeisen
gemacht werden ... und keiner Verkrümmung oder Schwindung unterworfen sind, ... ferner auf
eine erfundene Verbesserung an der Metal-Hobelmaschine zur Bearbeitung und Abgleichung der
Billiardplatten, ...","Bobelmaschine/Metall, Billardplatte",Wien,1837,19.06.1837
2384,Arnstein,Ignaz Frh.v.,,,,,"Beschreibung des neu erfundenen, mittelst eines innerlichen Mechanißmus bewegten
Schwungrades zur Vermehrung der Kraft bei Wasser und anderen Werken",Schwungrad,Wien,1839,20.02.1839
2385,Davis,John,,,,,"Zufolge erhaltenen Befehl hat der Unterzeichnete Bittsteller die Ehre die bereits einer hohen
Behörde vorgelegten Zeichnung eines TaucherApparats in Begleitung der verlangten Models der
Machine eigentlich Helmes, beyfolgend zu überreichen",Taucheranzug,Triest,1836,01.03.1836
2386,Bilharz,Johann Nepomuk,Bilharz,Kandidus,,,Beschreibung der neuen Erfindung und Verbesserung auf StearinKompositionsKerzen,"Stearin, Kerze",Wien,1838,13.09.1838
2387,Bassi,Agostino,,,,,"Descrizione della nuova Scoperta che ... consiste nel distruggere il principio ... la malettia detta il
Segno, Colicco, o Moscardino die Bachi da Seta, i nei mezzi di sanare li Bachi stessi effetti dal
risprito Morbo [Die Starr- oder Steißsucht der Seidenraupen gleich am Beginn mit Erfolg zerstören]",Seidenraupe,Milano,1836,16.04.1836
2388,Buergermeister,Anton,,,,,"Beschreibung der ... Erfindung einer einfachen, wohlfeilen und zweckmässigen
Getreiddreschmaschine ...",Dreschmaschine,Langenhof,1835,28.02.1835
2389,Haeussle,Joseph,,,,,"lithographischen Pressen und zwar auf einer oder zwey Seiten in allen Farben zu verzieren,","Fahnenstoff, Zeugdruck, Lithographie",Wien,1837,
2390,Legremi,,,,,,"Descrizione del modo, con cui si fabbricano Le Stuove di Brulla nella Ra Casa d'Industria di Venezia
[Matten aus Brulla]","Ginster/Spanischer, Matte, Webstuhl",Venezia,1823,03.12.1823
2391,Herbst,Joseph,,,,,"... seine Erfindung und Verbesserung besteht von der kleinsten Hand und Siegel- bis zur größten
Metall-Presse, die man durch Menschnhände, oder Dampfkräfte mehrere auf einmal in bewegung
gesetzt werden können","Siegel, Metallwaren, Presse",Wien,1831,18.03.1831
2392,Schlicht,Rudolph,,,,,"Beschreibung einer neuen Steindruck Presse, mit Abbildungen. Erfunden, geschrieben, gezeichnet
u. gestochen v. R.Schlicht","Lithographie, Druckmaschine",Mannheim,1833,
2393,Mastalier,Anton,,,,,"Beschreibung einer Kerzenguß Maschine, mittelst welcher man alle Arten von Kerzen in jeder
beliebigen Form gießen kann",Kerzengießapparat,Wien,1834,29.04.1834
2394,Batka,Johann Baptist,,,,,"Verfahren zur Darstellung eines chemisch reinen Nikels und als Nebenproduct sauren
arseniksauren Kalis, welches in der Färberey dient","Nickel, Kali, Saures arseniksaures,
Arsennickelglanz",Prag,1834,09.04.1834
2395,Villars,Hector Numa,Wille,"Benjamin
Eugene",,,Beschreibung des neu verbesserten und weit vollkommeneren Gullocheurwerkes,Guillochiermaschine,Wien,1835,03.02.1835
2396,Tschuggmall,Joseph,,,,,"Erklärung des ... Privilegiums auf die Erfindung einer Saft-Glanzwichse ohne Vitriol
zusammengesetzt, ...",Schuhcreme,Wien,1835,12.05.1835
2397,Reihl,Eduard,,,,,"Genaue Beschreibung der neuen Erfindung ... zur höchst schnellen und ökonomoschen
Verfertigung aller Arten dichtgefaßter Arbeit","Edelsteinfassung, Goldwaren,
Silberwaren",Wien,1838,30.04.1838
2398,Aufrichtig,Samuel,,,,,Beschreibung der ... Verbesserung bei der Fabrikation des Schafwollen-Streichgarns,"Streichwolle, Garn",Wien,1838,16.01.1838
2399,Saurimont,Joseph,,,,,Beschreibung über eine neue Seifenfabrication,"Chlorsoda, Sodalauge, Seife",Wien,1837,28.12.1837
2400,Corniani,L. Marco Antonio,Montesanto,Giuseppe,Meneghini,Agostion,"Descrizione ... della nuova invenzione nell'impiego utile ed economico per gli usi vetraria nelle
manifatture le piu comuni e segnatamente nelle preparaziono e distillazioni chimiche ...
[Trachitähnliches Gestein zur Glaserzeugung]","Trachyt, Glas, Quarzporphyr",Padova,1833,14.09.1833
2401,Oehler,Franz Gottlieb,,,,,"... zeigt an, eine neue Erfindung und Verbesserung bei Abdampfungs Apparaten und bei der
Ausscheidung des Schleimzucker /:Syrop:/ gemacht zu haben, ...","Zucker, Raffinade/Zucker,
Verdampfapparat",Wien,1836,12.04.1836
2402,Jaeger,Franz,,,,,"Beschreibung des ... vermengten Stoffes, durch dessen Anwendung die dem Hanfe durch das
Dörren benommene Kraft wieder gewonnen, und die daraus dann verfertigten Gegenstände vor
dem Eindringen des Wassers gesichert und vor Fäulniß bewahrt werden, ...","Imprägnierung/Hanf, Hanf, Seil",Prag,1836,31.05.1836
2403,"Lehner -
Bolzany",Johann,,,,,"Beschreibung der ... Erfindung, ..., alle Gattungen Herren und Damen-Goldketten, mittelst eigener
Maschin-Vorrichtung hohl und maßiv gedreht zu erzeugen, und ihnen alle Arten Form und Dessain
zu geben, wodurch der Vortheil erzielt wird, daß selbe ohne alle Löthung verfertigt werden
können, ...","Goldkette, Drehbank",Wien,1838,23.05.1838
2404,Hancke,Ernst Mathias,,,,,"Beschreibung der ... Erfindung, ..., daß mittelst einer flüßigen Substanz alle Papier Gattungen, zu
Papier-Sigilen sich bilden lassen: ...",Siegelmarke,Wien,1824,26.04.1824
2405,"Horwath -
Gement",Joseph v.,,,,,"Beschreibung des vom Gefertigten zur Verbesserung aller Gattungen Schornsteine neu
erfundenen Rauchausführungs-Apparates","Rauchfang, Champion",Wien,1837,05.05.1837
2406,Withalm,Joseph Benedikt,,,,,"Genaue Beschreibung um allen Holzgattungen eine solche Unzerstörbarkeit zu geben, daß es
fester als Stein und Eißen wird, muß man die Holztheile welche der Witterung oder dem Wasser
ausgesetzt sind in Leinöhl kochen, ...","Imprägnierung/Holz, Bauholz,
Feuchtigkeitsschutz",Graz,1834,11.06.1834
2407,Pollauer,Joseph Ferdinand,,,,,Beschreibung der Federkielzieh Dampfmaschine,"Schreibfeder, Färben/Schreibfeder,
Imprägnierung/Schreibfeder",Prag,1834,02.07.1834
2408,Hess,Christian August,,,,,"Beschreibung der ... neu erfundenen und der Wesenheit und Anwendung verbesserten
Wagenlaterne",Wagenlaterne,Wien,1838,11.06.1838
2409,Villot,Jean Baptiste,,,,,"Beschreibung der ... Verbesserung, ..., daß er eine Art: Artikulär Socken verfertigt, die für Damen
und Herrn Koth und Schneewetter um sich vor Feuchtigkeit zu bewahren sehr bequem sind, ...","Galosche, Schuhsohle, Schuhabsatz",Wien,1824,31.05.1824
2410,Linde,Franz Xaver,,,,,"Das vom Endesbenannten nach vielen mühevollen Versuchen chemisch zusammengesetzte
Feuerschützende Mittel ...","Feuerschutz, Imprägnierung/Holz,
Bauholz, Oberflächenschutz, Anstrich",Wien,1836,20.11.1836
2411,Kochendoerfer,Balthasar,,,,,"... Beschreibung der ... Erfindung besteht darin, mittelst einen Hobel die sogenannten schottischen
Funier aus allen Holzgattungen und Metal zu erzeigen, ...",Furnierhobel,Wien,1837,20.09.1837
2412,Bilharz,Johann,Talgekamp,Hermann,,,"Beschreibung und Zeichnungen auf die Erzeugung aller Gattungen Nadlerwaren als Näh-Strick-
und Spennadeln und Stiften, und was sonst immer für Namen habenden Nadler waren mittelst
der dazu erfundenen Maschienen zu erzeugen","Nähnadel, Stricknadel, Stecknadel,
Nadelmaschine, Schleifmaschine",Wien,1836,16.05.1836
2413,Hoelbling,Johann,Leon,Adolph,,,"Beschreibung der Maschinen etc. zur Begründung schiefer Ebenen, als bey Dämmen, Wällen,
Seitenwänden bey Eisenbahnen etc.","Damm, Grasanbau, Grünfläche,
Gärtnerei",Wien,1837,02.11.1837
2414,Hellmer,Ignaz,,,,,"Flachses, so wie sie der Maschine übergeben werden, in ihrer ganzen Länge unzerrissen erhalten","Flachs, Spinnmaschine",Wien,1837,
2415,Schaerly,Jakob,Treuer,Alexander,,,"Beschreibung der erfundenen, und beziehungsweise verbesserten Elfenbeinstaubkamm
Maschinen","Kamm, Drechselbank, Kreissäge",Wien,1837,02.12.1837
2416,Swary,Peter,,,,,"Beschreibung der ... Erfindung, ..., in Verbesserungen an Reisewägen für solche Reisende besteht,
die sich dem Einflusse des Straßenstaubes und der kalten Luft und zugleich auch dem Einathmen
der in geschlossenen Kutschen bald verunreinigten Luft einziehen wollen oder müßen","Wagen, Lüftung, Gebläse",Wien,1838,05.03.1838
2417,Swary,Peter,,,,,"Beschreibung der ... Erfindung, ..., daß an die Stelle der sonst üblichen aus behaarten Thierfellen
verfertigten Pelzen eine Winterbekleidung construirt, die keine Thierfelle, sondern ein
warmhaltendes Material anderer Art enthalten, ...","Schneiderei, Zuschneiden, Wattieren,
Winterrock",Wien,1838,05.03.1838
2418,Mathis,Ferdinand,,,,,"... Neue Methode, Wasser, Wein und alle Gattungen erfrischender Getränke, ohne chemischen
Zusatz, mittelst neuer Maschinen fabriksmäßig moussiren zu machen, so wie auch einer neuen
Maschine derselben in Flaschen zu füllen und zu pfropfen","Kohlensäureapparat, Sodawasser,
Abfüllapparat/Sodawasser,
Flaschenkorkmaschine",Wien,1838,16.10.1838
2419,Grimm,Anton,,,,,"Erfindung einer neuen Aufzugs-Maschine, ..., daß alle Körner, Sämereyen oder sonstige ... durch
Vermahlen oder Stampfen verkleinerte Materialien von einem Orte an einen andren, ... entweder
senkrecht, schief oder horizontal in dem möglichst kürzesten Zeitraume ... hingeleitet werden
können","Elevator, Förderband, Mühle",Fischamend,1830,17.05.1830
2420,Wessely,Anton,Wessely,Thomas Anton,,,"... zeigen ... an, in Verfertigung der Männertouren mit Federn eine neue Verbesserung erfunden zu
haben, ...","Perücke, Stickmaschine",Wien,1837,02.08.1837
2421,Osterried,Ludwig,,,,,"Beschreibung der ... an der Entdeckung und Erfindung in der Erzeugung des Schreib-Druck,
Lythographischen und anderen Papiers, ..., eine wesentliche Verbesserung gemacht zu haben, ...",Papier,Wien,1838,05.04.1838
2422,Rumpel,Johann,,,,,Beschreibung der neuen Erfindung rücksichtlich der Fabrication der Filzhüte ohne Leimung ...,"Hut, Filz/Ungeleimter",Wien,1835,13.12.1835
2423,Hannl,Eduard,,,,,"Beschreibung der ... Entdeckung, ..., daß er Kerzen sowohl von Unschlitt als Wachs mit festen
Dochten erzeuge, die er Argantische Kerzen nenne, ...","Unschlitt, Wachs, Kerze, Docht",Wien,1824,28.06.1824
2424,Davy,Henry Savill,,,,,"Gesuch um ein Privilegium zur Einführung und Vervollkommnung einer Maschine, geeignet die
Seide aus den Cocons zu ziehen, sie zu winden, zu drehen und sie auf die Spulen zu bringen, durch
eine einzige und nämliche Operazion","Seidenkokon, Seidenhaspel,
Spinnmaschine, Spulmaschine",Wien,1824,28.06.1824
2425,Gersdorff,Johann Rudolph v.,,,,,"Beschreibung der ... Erfindung, ...: Aus der bey den Blaufarbfabriken abfallenden Kobaltspeise oder
in Ermangelung derselben aus Nikel- und Kobalterzen, Nickelmetall darzustellen, und durch
Legierung mit diesem, weisse, dehnbare Metallkomposizionen zu Stande zu bringen","Kobaltspeise, Nickel",Wien,1824,02.07.1824
2426,Kuhn,August,,,,,Beschreibung einer neu erfundenen transportablen Dunstgas Beleuchtungs Lampe,"Lampe, Vergaser",Wien,1837,07.07.1837
2427,Swary,Peter,,,,,"Beschreibung der ... Erfindung ... in der Verfertigung einer neuen Art von Hydrostatischen oder
astatischen Lampen ..., bei welcher das Oel dem Dochte von Anfang bis zum Ende immer gleich
zutritt",Lampe/Hydrostatische,Wien,1838,05.03.1838
2428,Wurm,Karl,,,,,"Beschreibung der ... Erfindung, welche in der construction von equilibrir Zeigeruhren besteht, ...",Uhrzeiger,Wien,1836,20.10.1836
2429,Vaerini,Giuseppe,,,,,Nuove fare Locomotrici delle Barche ... [Schiffsantrieb],"Schiffsantrieb, Getriebe",Venezia,1837,21.10.1837
2430,Jung,Joseph,,,,,"1.) Verbesserung d. Cylinder an den Lampen und Lampenlustern, ... 2.) Diese Cylinder den Vortheil
... haben, das man solche auf Luster oder Tafellampen mit Glaskugeln verwenden kann, ...",Lampenzylinder,Wien,1838,30.08.1838
2431,Uetz,Leopold,,,,,"Beschreibung der ... Verbesserung ...: Die obere Platte der Filzhüte vermittelst einer neuen
leichteren Unterlage so zu verfertigen, daß solche nicht nur eine schönere Form erhalten, ...",Hut,Wien,1837,15.09.1837
2432,Reisenhofer,Johann Evangelist,,,,,"Beschreibung und Zeichnung der ... Erfindung, ...: durch Anwendung der kreisförmigen
Broschierschützen auf Seiden-Band-Mühlstühlen, mit Säge oder Spindelladen alle Arten
quardrillirter, und broschirten Seidenbändern zu erzeigen","Seidenband, Bandstuhl, Broschierlade,
Schützenregulator, Quatrillieren",Wien,1839,26.10.1839
2433,Mittrenga,Alois,,,,,"Bestandtheile der neuerfundenen zusammengesetzten aromatischen Rasier oder Toiletten-
Essenze","Rasierwasser, Parfüm",Wien,1834,11.08.1834
2434,Brunner,Franz,,,,,Beschreibung und Verbesserung der Thon Pfeiffenköpfe,"Tabakspfeife, Tonwaren",Wien,1838,28.07.1838
2435,Girardet,Charles,,,,,"Beschreibung der ... Erfindung ...: eine neue Art Maschin Männer Ueberschuhe zu verfertigen, ...",Galosche,Wien,1839,05.04.1839
2436,Langer,Joseph,,,,,"Beschreibung des Verfahrens aus der Conferva rivularis, bullosa und reticularis, Wasserfaden,
Wasserwolle, Grasleder, alle Gattungen Papier, geleimt, oder ungeleimt, von Pak, Druk, Schreib,
und weißen Post und Velin, gefärbt oder weiß, mit und ohne Beymischung von Leinden Hadern zu
erzeugen","Wasserfaden, Papier",Wien,1837,23.05.1837
