PrivRegNr	Name1	Vorname1	Name2	Vorname2	Name3	Vorname3	Titel	Schlagworte	Ort	Jahr	Einreichdatu	lat	long
2156	Boyden	William P.	NA	NA	NA	NA	"Beschreibung über die ... Entdeckung und Verbesserung in der Fabrikation des Eisen und des
Stahles ..., wodurch die Erzeugung ... bedeutend wohlfeiler zustehen kommt und die Erbauung der
Hochöfen entbehrlich wird, ..."	Zementieren	Wien	1836	06.08.1836	48.2080696	16.3713095
2157	Roentgen	Gerhard Moritz	NA	NA	NA	NA	Kombinirte Expansions Dampfmaschine	Dampfmaschine	Wien	1835	12.10.1835	48.2080696	16.3713095
2158	Baumgartner	Michael	NA	NA	NA	NA	"Erklärung ... in Betreff eines Privilegiums auf Erzeugung von Ziegeln und ihre Anwendung auf
Dachdeckung"	Graphit, Ton, Dachziegel	Wien	1835	19.12.1835	48.2080696	16.3713095
2159	Arnstein	Ignaz Frh.v.	NA	NA	NA	NA	Beschreibung der Similor-Rahmen	Messing, Mannheimer Gold, Rahmen	Wien	1836	16.02.1836	48.2080696	16.3713095
2160	Mohr	Joseph	Schultus	Franz	NA	NA	"Beschreibung und Zeichnung der ... Verbesserung an den Spinnmaschinen ...: 1. An der Mulle und
überhaupt an allen übrigen Spinnschnüren worauf ein Band, Flohr, Fließ oder Faden gedreht wird,
die Stricke und Schnüre zu beseitigen, und jeder Art Spindl ... durch Frictions Rollen /:Scheiben:/ zu
betreiben, ..."	Friktionsscheibe, Spinnmaschine	Felixdorf	1836	13.03.1836	47.881764	16.2411957
2161	"Romer - Kis-
Enyitzke"	Stephan Edl.v.	NA	NA	NA	NA	"... Neuen tragbaren Schnellzündmaschinen ... Verbesserung der ... nicht tragbaren
Platinzündmaschinen ..."	Zündmaschine	Wien	1835	17.12.1835	48.2080696	16.3713095
2162	Grimm	Anton	NA	NA	NA	NA	"Beschreibung eines ... neu erfundenen Mehlbeutels, welcher auf eine leichte Art geführt, und aller
Orten bequem angebracht werden kann, ..."	Mühle, Beutelgeschirr	"Markt
Fischamend"	1836	18.05.1836	48.1143	16.61615
2163	Kauffmann	Karl	NA	NA	NA	NA	Beschreibung der hydraulischen Lampe	Lampe	Wien	1836	18.06.1836	48.2080696	16.3713095
2164	Demuth	Karl	NA	NA	NA	NA	Beschreibung der neuen Filtrir-Cafemaschiene	Kaffeemaschine	Wien	1836	11.11.1836	48.2080696	16.3713095
2165	Krutzler	Johann	Preshel	Johann	NA	NA	Die Erfindung in der Erzeugung der englischen Bleystiften	Bleistift	Wien	1837	31.05.1837	48.2080696	16.3713095
2166	Petri	Johann Gottlieb	NA	NA	NA	NA	Beschreibung der ... Verbesserung der Eindeckung mit blauen und weißen Schiferplatten, ...	Schiefer, Dach	Wien	1837	23.06.1837	48.2080696	16.3713095
2167	Guggenberger	C.F.	NA	NA	NA	NA	"Die Erfindung der verschiebbaren Stangenfedern - besteht im Wesentlichen in einer Vorrichtung,
wodurch bei allen Gattungen Wägen und Wagensitzen eine Milderung des Stosses
hervorgebracht und bei allen Dimensionen eine gleiche Schwingung ... bewirkt wird"	Federung/Wagen, Wagen	Budapest	1837	01.06.1837	47.497912	19.040235
2168	Mascheck	Friedrich	NA	NA	NA	NA	"Beschreibung der ... erfundenen Handschuhe mit erhabener Verzierung von Gold, Silber, oder
Bronce mit oder ohne Edelsteinen, glatt, gilouchirt, oder facioniert elastisch oder mit Charniren
auf den gewöhnlichen drey Stregnöthen- dann ... Bracellettes ..."	Handschuh, Armband, Galanterie	Wien	1837	28.11.1837	48.2080696	16.3713095
2169	Montperny	"Friedrich Ludwig
Camil Graf v."	NA	NA	NA	NA	Beschreibung der ... erfundenen neuen Art Hufeisen, ...	Hufeisen, Presse	Wien	1836	15.05.1836	48.2080696	16.3713095
2170	Wilson	Thomas	NA	NA	NA	NA	Bereitung von Seife, genannt Silicia-Seife	Sandseife	Wien	1836	09.03.1836	48.2080696	16.3713095
2171	Seidan	Johann	NA	NA	NA	NA	"Beschreibung: Zeuge von Schaafwolle, Seide, auch Baumwolle werden mit einer gewöhnlichen
Schraubenpresse, welche mit einer Fundament Platte, und am Stiefel mit einem Deckel versehen
ist, gepreßt; ..."	"Seidenstoff, Baumwollstoff,
Schafwollstoff, Zeugdruck"	Wien	1834	05.09.1834	48.2080696	16.3713095
2172	Schleindl	Franz Joseph	NA	NA	NA	NA	"Beschreibung und Zusammensetzung eines neu erfundenen Kerzenform- oder Kerzenguß-
Apparate"	Kerzengießapparat	Linz	1834	28.04.1834	48.3069096	14.285918
2173	Klapka	Joseph	NA	NA	NA	NA	"Beschreibung, der Verbesserung die ich an dem holländischen Schleppwerke gemacht habe, und
welche darin besteht, daß dieselbe als Misch- oder Meng-Maschine verwendbar ist, ..."	Holländer, Mischmaschine	Wien	1836	02.07.1836	48.2080696	16.3713095
2174	Enyitzke	Stephan Edl. v.	NA	NA	NA	NA	unmöglich ist	Lichtputzschere	Wien	1837	NA	48.2080696	16.3713095
2175	Winkelmann	Nikolaus	& Sohn	NA	NA	NA	"Beschreibung der Minuten Schirme. Die erfindung ... beruht auf der Wesenheit ..., daß sich aus
einem Rohr ... kaum von der Dicke eines Fingers ... bei ... Regen mittelst eines höchst einfachen
Mechanismus ... ein Regenschirm entfaltet, und wozu kaum eine Minute erforderlich ist, selben
wieder in den elegantesten Promenadestock zu verwandeln"	Stock, Regenschirm	Wien	1834	14.05.1834	48.2080696	16.3713095
2176	Mayerhofer	Stephan	NA	NA	NA	NA	"Beschreibung der Maschinen und Werkzeuge mit welcher der Unterzeichnete, die ... angeführten
Mettallwaaren zu verfertigen im Stande ist"	"Leuchter, Metallwaren, Walzwerk,
Streckmaschine, Drahtziehen,
Rohrziehbank, Presse, Stanze"	Wien	1822	19.12.1822	48.2080696	16.3713095
2177	Mayerhofer	Stephan	NA	NA	NA	NA	"Ausführliche Beschreibung derjenigen Maschinen, auf deren Anwendung zur Verfertigung von
Silberwaaren, ..."	"Silberwaren, Dessin, Drehbank,
Rohrziehwerk, Riffelwalzwerk,
Fallhammer, Prägemaschine"	Wien	1823	22.04.1823	48.2080696	16.3713095
2178	Ritter	Hektor Wilhelm	Ritter	"Johann
Christoph"	NA	NA	"Beschreibung eines neuen Apparates besonderer Vorrichtungen um Zucker zu klären, filtrieren,
kochen und trocknen"	"Zucker, Raffinade/Zucker, Klärapparat,
Filtrierapparat, Kochapparat,
Trockenapparat"	Görz	1827	20.04.1827	45.9400855	13.6203249
2179	Mayer	Johann	Zahlbrucker	Johann	Scholz	Benjamin	"Zeichnung und Beschreibung der von der Wolfsberger Eisenwerks Geselschaft in Kärnthen
angeblich gemachten neuen Entdeckung Eisendrähte ohne Hammer Zange Zugeisen und Zugbank
in grösserer Vollkommenheit als bisher zu erzeugen"	Draht, Walzwerk	Wien	1832	19.12.1832	48.2080696	16.3713095
2180	Glanz	Joseph	NA	NA	NA	NA	"Ausführliche Beschreibung um größere Gattungen thönerne Wasserleitungsröhre Erzeugen zu
können. Beschreibung der in dem Gesuch erwähnten horizontalen Röhrenpresse von Herrn
Schleußenmeister Bähr in Bernburg entworfen und durch Herrn Gottfried Mayer herausgegeben"	"Tonrohr, Wasserleitungsrohr,
Tonpresse, Rohrpresse"	Karlsbad	1832	11.12.1832	50.2318521	12.8719616
2181	Salzer	Giovanni	NA	NA	NA	NA	"Descrizione della nuova invenzione che ... consiste in sostanza nella fabbricazione di Calzeforate
dette a pour mediante l'applicazione della Macchina alla Jacquard ... [Durchbrochene Strümpfe auf
der Jacquardmaschine]"	Strumpf, Jacquardmaschine	Milano	1833	18.01.1833	45.468503	9.1824027
2182	Brey	Gaetano	NA	NA	NA	NA	"Nuova illuminazione a gas senza gazometro che non tramunda cattivo odore e non vi è alcun
pericolo di esplosione [Gaslicht ohne Gasometer]"	Leuchtgas, Gasbeleuchtung	Milano	1832	10.12.1832	45.468503	9.1824027
2183	Karasek	Anton	NA	NA	NA	NA	"Beschreibung, Uiber die neue Erfindung mit verschiedenen Mitteln der kleinen Taschen-Toilette
für Herren und Damen, Reisende, k.k.Militär, und für jeden Menschen als ein Kleinod dienlich"	Necessaire, Galanterie	"Neudonitz bei
Karlsbad"	1833	06.03.1833	50.2318521	12.8719616
2184	Ricardi	Antonio	NA	NA	NA	NA	"Spiegazione del miglioramento della Machina per incannare la Seta detta Incannagio conforme si
vede nell'anito foglio coi relativi Disegni in alzato, Spaccato, e detagli di varii pezzi piu importanti
del mecanismo [Seidenspulmaschine]"	Seide, Spulmaschine	Como	1832	30.10.1832	45.8063817	9.0851867
2185	Siegl	Joseph	NA	NA	NA	NA	Bereitungs art der Frictions Hölzel	Zündholz, Feuerzeug	Wien	1834	23.12.1834	48.2080696	16.3713095
2186	Hossek	Martin	NA	NA	NA	NA	"Genaue Beschreibung der verbesserten Ausarbeitungsart der Tornisterfelle, wie auch allen andren
feineren Pelzwerken"	"Tornister, Pelz, Imprägnierung/Pelz,
Gerberei, Mottenschutz"	Trebitsch	1835	12.02.1835	NA	NA
2187	Schoenherr	Christian Wilhelm	NA	NA	NA	NA	"Zeichnungen und Beschreibung der von dem Mechaniker Christian Wilhelm Schoenherr aus
Plauen im Königreiche Sachsen, erfundenen Verbesserungen in der Einrichtung und
Bewegungsweise der mechanischen Webstühle, ..."	Webstuhl, Schützenregulator	Neunkirchen	1835	01.01.1835	47.72607	16.08121
2188	Prueser	Karl	NA	NA	NA	NA	Beschreibung des Verfahrens bei der Verfertigung der soliden hölzernen Kristallmodelle	Kristallographie, Modellbau	Wien	1835	30.10.1835	48.2080696	16.3713095
2189	Klapka	Joseph	NA	NA	NA	NA	"Beschreibung der ... Erfindung zur Gewinnung des Brennoels mittelst einer ganz neuen
Manipulation, und der Anwendung einer sehr einfachen dabei aber sehr kräftig wirkenden ...
Preßvorrichtung, ..."	Oelpresse	Wien	1836	25.01.1836	48.2080696	16.3713095
2190	Daum	Joseph	Kukla	Franz	NA	NA	"Beschreibung der Erfindungen und Verbesserungen in der Erzeugung des brennbaren Gases zum
Behufe der Beleuchtung"	Leuchtgas, Gasbeleuchtung	Wien	1836	19.01.1836	48.2080696	16.3713095
2191	Kuhn	August	NA	NA	NA	NA	"Beschreibung der ... Erfindung und Verbesserung, ..., daß er eine neue Art Caffee Brause Maschine
erfunden hat, ..."	Kaffeemaschine	Wien	1836	20.02.1836	48.2080696	16.3713095
2192	Stubenrauch	Daniel J.	NA	NA	NA	NA	"Mittelst Anwendung einer  verbesserten Vorrichtung [Presse] alle Gattungen von Silberwaaren
und derley Geräthschaften ... zu erzeugen, ..."	Silberwaren, Dessin, Fallhammer	Wien	1836	19.04.1836	48.2080696	16.3713095
2193	Gunold	Franz	Meill	Franz	NA	NA	Beschreibung zu den Schiffen von mechanischer bewegender Kraft	Schiffsantrieb, Getriebe	Wien	1836	22.09.1836	48.2080696	16.3713095
2194	Badoux	Pierre Joseph	NA	NA	NA	NA	Beschreibung der ... Erfindung einer Holzsägemaschine, ... [Text französisch]	Holzsäge, Kreissäge	Wien	1837	09.01.1837	48.2080696	16.3713095
2195	Badoux	Pierre Joseph	NA	NA	NA	NA	Beschreibung der ... Erfindung ... einer Medaillen Copier-Maschine ...	Medaille, Kopiermaschine, Pantograph	Wien	1837	11.01.1837	48.2080696	16.3713095
2196	Holdoff	Friedrich	NA	NA	NA	NA	Beschreibung der Verfahrungsart bei der Verfertigung der wasserdichten Stiefel und Schuhe	"Leder/wasserdichtes, Stiefel, Schuh,
Imprägnierung/Leder"	Wien	1837	06.03.1837	48.2080696	16.3713095
2197	Badoux	Pierre Joseph	NA	NA	NA	NA	"Beschreibung der ... Erfindung, ..., durch gekochten Dampf, leeren Raum, und gesteigerte Kraft
ohne Unterschied zu erzeugen [Text französisch]"	Dampfmaschine, Vakuumapparat	Wien	1837	14.04.1837	48.2080696	16.3713095
2198	Salzer	Karl	NA	NA	NA	NA	NA	NA	Wien	1837	NA	48.2080696	16.3713095
2199	"Anreiter-
Zierenfeld"	Alois v.	NA	NA	NA	NA	"Beschreibung einer neu erfundenen Vorrichtung mittelst welcher man auf Eisenbahnen mit
Lokomotiven alle arten von Steigungen selbst bis in eins in zehn überwinden kann"	Zahnradbahn	Wien	1837	03.02.1837	48.2080696	16.3713095
2200	Stuchly	Wenzel Wilhelm	NA	NA	NA	NA	"Beschreibung der ... Erfindung, ..., daß durch Anbringung von Verzierung die Adjustierung des
Innern der Hüte sowohl rund herum, als auch als Hutschilder der Hut eine gefälligere und
geschmackvollere Ausstattung erhält. Diese besteht a) in der ... Anbringung des lithographirten
oder gedruckten mit Stempeln versehenen Kalenders ... b) in beliebigen Darstellung
verschiedenartiger Landkarten, General-Postkarten"	Hut, Kalender, Landkarte	Prag	1834	16.12.1834	50.0755381	14.4378005
2201	Balling	Augustin	Balling	Michael jun.	NA	NA	"Beschreibung der Erfindung einer Seihe Vorrichtung an den Maische u. Seihe-Bottichen
insbesondere bei der Kartoffelstärke-Bierbrauerei, aber auch mit Vortheil bei der Malzbierbrauerei
anwendbar"	Siebwerk, Bier, Brauapparat	Prag	1835	21.07.1835	50.0755381	14.4378005
2202	Huppmann	Johann Baptist	NA	NA	NA	NA	"Genaue Beschreibung der Erfindung bezüglich Verbesserung in der Verpackung der Stecknadeln,
..."	Stecknadel, Nadelpapier	Karlsbad	1835	06.12.1835	50.2318521	12.8719616
2203	Klein	Ignaz	NA	NA	NA	NA	"Anwendung und Nutzen der neu erfundenen k.k.patentisirten Maschine zum Anfeuchten der
Siegeloblaten"	Anfeuchtschwamm, Siegelapparat	Innsbruck	1835	31.12.1835	47.2675322	11.3910349
2204	Schuster	Joseph R.v.	NA	NA	NA	NA	Bereitung der weichen feinen Zeichenstiften	Bleistift	Wien	1838	10.02.1838	48.2080696	16.3713095
2205	Siegl	Joseph	NA	NA	NA	NA	"Beschreibung der Methode die Zinthölzchen ohne Schwefel nach neuer Erfindung zu verfertigen.
Bereitung der Frictions Zindhölzel ohne Phosphor"	Zündholz	Wien	1832	28.08.1832	48.2080696	16.3713095
2206	Naumann	Friedrich August	NA	NA	NA	NA	Beschreibung des Ersten oesterreichischen Douche Bade Apparats	Bad	Wien	1834	19.12.1834	48.2080696	16.3713095
2207	Schuetz	Leopold	NA	NA	NA	NA	"Bearbeitung des Saitlings bis zu dessen Brauchbarkeit zur Saite. Beschreibung der Abstreich
Maschine"	Saitling, Abstreichmaschine, Darmsaite	Wien	1828	16.12.1828	48.2080696	16.3713095
2208	Eggerth	Joseph	NA	NA	NA	NA	"Beschreibung ... zur Erzeugung der Zündhölzer. Beschreibung der Maschine zum Einlegen der
Zündhölzchen"	Zündholz, Einlegemaschine	Wien	1836	14.10.1836	48.2080696	16.3713095
2209	Notherb	Karl	NA	NA	NA	NA	Beschreibung der neuerfundenen Lichtschirme von Glas mit transparenter Griffelzeichnung	"Lampenschirm, Transparentglas,
Glasätzung"	Bonyhad	1836	24.10.1836	46.2981016	18.5263534
2210	Banyai	Demeter	NA	NA	NA	NA	Beschreibung der ... erfundenen Kunst in der Verfertigung der ungarischen Kleider und Uniformen	"Kleidung, Uniform, Schneiderei,
Zuschneiden"	Wien	1834	05.06.1834	48.2080696	16.3713095
2211	Niederreither	Leopold	NA	NA	NA	NA	"Beschreibung der von dem Unterzeichneten gemachten neuen Erfindung: Alle Gattungen
Kutschen und Sterzerwägen mit einer ganz neuen Art Hengung mittelst hebelartigen Zugpratzen
zu bauen"	Wagen, Federung/Wagen	Wien	1836	31.03.1836	48.2080696	16.3713095
2212	Zich	Joseph	NA	NA	NA	NA	"Verbesserte Methode den Salzpfannenkern und das Kochsalz zur Glas- und Soda-Erzeugung
anzuwenden"	Pfannenstein, Kochsalz, Glas, Soda	Schwarzau	1823	06.06.1823	47.7300545	16.1728571
2213	Winter	Anton	Winter	Joseph	NA	NA	"Manipulation zur Erzeigung dieser Wagen Radbüchsen, welche aus 2 Halbtheilen
zusammengeschweißt werden"	Schmierbüchse	Wien	1823	30.06.1823	48.2080696	16.3713095
2214	Heimann	Moses	Pergamenter	Friedrich	NA	NA	"Beschreibung der ... Verbesserung, ...: Aus allen Gattungen Papierstoffe mittelst Anwendung
neuer technischer Apparate, ..., alle Gattungen Preßspäne zu erzeugen"	Preßspan	Wien	1832	08.07.1832	48.2080696	16.3713095
2215	Ledl	Martin	NA	NA	NA	NA	"Beschreibung der ... Erfindung, ...: daß alle Gattungen Zeichnungen zu Druck - als auch
Stickmustern, und zu jeden beliebigen Dessins und Farbenwechslung anstatt des bisherigen
Gebrauchs der Möbel mit fünf Figuren hergestellt werden können, ..."	Zeugdruck, Stickmuster, Dessin	Wien	1833	10.07.1833	48.2080696	16.3713095
2216	Fichtner	Wenzel	NA	NA	NA	NA	"Beschreibung der ... Erfindung eines sich aus eigener Kraft bewegenden Maschienen, die ... darin
bestehet, daß eine aus wenigen Bestandtheilen zusammengesetzte Maschien sich aus eigener
Kraft fortwährend beweget, ..."	Perpetuum mobile	Olmütz	1833	27.02.1833	49.593778	17.2508787
2217	Theyer	Franz	NA	NA	NA	NA	"Beschreibung der ... Erfindung und Verbesserung eines Bindemittels, welche ... darin besteht, daß
mittelst desselben sich alle Gattungen Papiersiegel auf die möglichst unauflösbare Art bilden
lassen, so zwar, daß diese Papiersiegel selbst mit Wasserdämpfen nicht geöffnet werden können
..."	Siegelmarke, Kleister	Wien	1836	08.07.1836	48.2080696	16.3713095
2218	Saenger	Joseph	NA	NA	NA	NA	"Beschreibung einer neu erfundenen Verbesserung die Mundharmonika in Form eines niedlichen
Blumen- oder Früchte-Körbchens oder in einer solchen mit verschiedenen andern niedlichen
Gegenstände belegt, zu verfertigen ..."	Mundharmonika	Wien	1837	28.06.1837	48.2080696	16.3713095
2219	Morell	Bernhard v.	NA	NA	NA	NA	"Beschreibung der beiden Erfindungen: I. Einer beständig rottirenden Dampfmaschine ohne Kurbel
noch Balancier. II. der Ruderschaufeln als Ersatzmittel der Ruderräder"	"Dampfmaschine, Ruderschaufel,
Schiffsantrieb, Getriebe"	Triest	1837	29.05.1837	45.6508342	13.7674486
2220	Ferrini	Giovanni Battista	NA	NA	NA	NA	"Descrizione del miglioramento che ... consiste in una fabbricazione di parabolici di Rame, od
ottone ... ad uso delle Lampade per l'illuminazione notturna, ... [Parabolspiegel für die nächtliche
Beleuchtung]"	"Parabolspiegel, Scheinwerfer, Lampe,
Straßenbeleuchtung"	Brescia	1826	07.03.1826	45.5415526	10.2118019
2221	Borella	Pietro	NA	NA	NA	NA	"Descrizione del miglioramento applicato al Pettine per la cardatura de Cascami di Seta [Kämme
zum Kämmen der Seidenabfälle]"	Seidenabfälle, Florettseide, Krempeln	Milano	1832	19.11.1832	45.468503	9.1824027
2222	Andreoli	Giovanni	NA	NA	NA	NA	"Descrizione della nuova invenzione che ... consiste nel lavare epurgare gli stracci ad uso della
fabbricazione della Carta ... [Hadernwäsche und -reinigung zur Papierfabrikation]"	Hadern, Waschmaschine	Bresia	1833	26.03.1833	45.5415526	10.2118019
2223	Zappa	Camillo	NA	NA	NA	NA	NA	NA	Como	1836	NA	45.8063817	9.0851867
2224	Baum	Daniel	NA	NA	NA	NA	"Beschreibung und Specification der Bestandtheile der erfundenen Vorrichtung zu der
DoubleLockerBobbinetMaschine für Streifen"	Tüllband, Bobinetmaschine, Bandstuhl	Wien	1833	07.06.1833	48.2080696	16.3713095
2225	Fleischer	Michael	Heckmann	Joseph sen.	NA	NA	"Beschreibung der Erfindung, das Sie in allen Formen und Farben leicht zu bearbeitende künstliche
Steinmasse dem Marmor gleich verfertigen, welche jeder Witterung Trotz biethet, zu Mosaik,
Fußparquetten, Wänderverzierungen und allerley anderen Kunstgegenständen verarbeitet
werden kann"	"Kunststein, Kunstmarmor, Mosaik,
Fußboden, Wandverkleidung"	Wien	1838	08.01.1838	48.2080696	16.3713095
2226	Kramerius	Wenzel	NA	NA	NA	NA	"Beschreibung der ... Erfindung einer Colorit-Walzendruck-Maschine und der dazu erforderlichen
Coleur-Auftragwalze, ..."	Farbendruck, Druckwalze, Farbwalze	Wien	1838	27.02.1838	48.2080696	16.3713095
2227	Wurm	Franz Xaver	NA	NA	NA	NA	Neue Anwendung des Schallhornprinzips auf den Condensator der Watt'schen Dampfmaschinen	Dampfmaschine, Kondensator	Wien	1835	04.09.1835	48.2080696	16.3713095
2228	Cichocky	Felix	NA	NA	NA	NA	"Beschreibung der ... Erfindung den Hanf mittelst einer ... Maschine zu Reiben und zu Insalben ...,
und in der Verbesserung sämtliche Seilerarbeiten wasserdicht zu erzeugen, ..."	"Hanfreibe, Imprägnierung/Hanf,
Wasserdicht(es) Seil"	Wien	1837	21.02.1837	48.2080696	16.3713095
2229	Morell	Bernhard v.	NA	NA	NA	NA	"Beschreibung der Erfindung die Anwendung der Hydraulischen /:Bramah:/ presse zum Betrieb
jeglicher Machinerie & als Ersatz der Dampfmaschine betreffend"	Presse, Getriebe	Triest	1836	02.03.1836	45.6508342	13.7674486
2230	Angeli	Domenico	NA	NA	NA	NA	"Descrizione della nuova invenzione di un Edificio gallegiante in Mare, da construirsi per uso di
Bagni di Acqua Marina naturale, e volendo anche calda [Schwimmendes Haus als Meeres- und
Warmwasserbad]"	Badeschiff, Dampfbad	Trieste	1823	21.04.1823	45.6508342	13.7674486
2231	"Romer - Kiss -
Enyitzke"	Stephan Edl.v.	NA	NA	NA	NA	"Beschreibung samt beygefügter Zeichnung der ... Verbesserung, ..., daß der bisher aus dem
Auslande eingeführte Phosphor mit Anwendung neuer ... Hülfsmitteln ... erzeugt werden kann und
daß dessen ... zu der Frictions oder Reibzündmassa mit neuen ... Zuthaten eine wohlfeilere
Erzeugung dieser Massa gestattet"	Phosphor, Zündholz	Wien	1837	06.02.1837	48.2080696	16.3713095
2232	Overmann	Friedrich	NA	NA	NA	NA	"Beschreibung eines neu erfundenen, doppelten Flamm-Frischofens, zum Verfrischen des
Roheisens"	Roheisen, Eisenfrischen, Frischofen	Rottenmann	1836	01.11.1836	47.5253626	14.3573448
2233	Friemel	Johann	NA	NA	NA	NA	"Beschreibung der ... Erfindung u. Verbesserung, ..., daß er Spielwerke verfertigt, in welchen die zur
Hervorbingung der Töne nöthige Vibration der Zungen, ... durch die mittelst mensurmässig auf der
Walze eingerichteter Stifte bewirkte Eröffnung der auf dem Druckblasblage angebrachten Ventille
und die hinaus ausströmende Luft geschieht, ..."	Spielwerk	Wien	1838	17.01.1838	48.2080696	16.3713095
2234	Ries	Joseph F.	NA	NA	NA	NA	"Verbesserung, ..., daß eine neue Art Kapsel und zwar elastischer Art gebraucht wird, welche für
Fortepiano jeder Art anwendbar sind, durch welche der Ton an Kraft und Reinheit gewinnt ..."	Klavier	Wien	1838	20.01.1838	48.2080696	16.3713095
